transaction_id,timestamp,customer_id,amount,transaction_type,merchant,location_from,location_to,risk_score,fraud_flag,status_of_transaction,marked_as,reviewed_response,explanation,graph_statistics
TXN591694,2025-02-16 04:22:15.649334,CUST0145,42140.72,Purchase,Target,Chennai,Pune,0.8,1,Under Review,Fraudulent,,,
TXN739548,2025-02-16 09:22:15.649334,CUST0145,55148.33,Purchase,Amazon,Kolkata,Mumbai,0.55,1,Fraud,Legitimate,,,
TXN132589,2025-02-16 14:22:15.649334,CUST0145,689.8,Withdrawal,Snapdeal,Hyderabad,Pune,0.08,0,Not Fraud,Fraudulent,,,
TXN905330,2025-03-16 22:22:15.649382,CUST0146,586.58,Withdrawal,Amazon,Kolkata,Kolkata,0.8,1,Not Fraud,Suspicious,,,
TXN296395,2025-03-17 05:22:15.649382,CUST0146,3592.94,Purchase,Snapdeal,Kanpur,Ahmedabad,0.73,1,Fraud,Suspicious,,,
TXN703240,2025-03-18 11:22:15.649382,CUST0146,69779.04,Purchase,Amazon,Mumbai,Bangalore,0.67,1,Under Review,Legitimate,,,
TXN408308,2025-03-18 19:22:15.649382,CUST0146,85008.61,Withdrawal,Walmart,Pune,Visakhapatnam,0.54,1,Fraud,Fraudulent,,,
TXN616751,2025-03-20 17:22:15.649382,CUST0146,30514.05,Purchase,Amazon,Bhopal,Delhi,0.14,0,Under Review,Suspicious,,,
TXN134790,2025-03-24 17:22:15.649429,CUST0147,84392.23,Purchase,Amazon,Ahmedabad,Mumbai,0.6,1,Reviewed,Legitimate,,,
TXN978051,2025-03-26 08:22:15.649429,CUST0147,20569.03,Purchase,Flipkart,Mumbai,Paris,0.61,1,Fraud,Fraudulent,,,
TXN831794,2025-03-27 09:22:15.649429,CUST0147,7700.38,Withdrawal,Snapdeal,Kanpur,Bhopal,0.57,1,Reviewed,Legitimate,,,
TXN192545,2025-03-27 20:22:15.649429,CUST0147,22102.23,Purchase,Flipkart,Bhopal,Surat,0.27,0,Under Review,Legitimate,,,
TXN505043,2025-03-28 04:22:15.649429,CUST0147,49461.33,Purchase,Amazon,Bangalore,Hyderabad,0.99,1,Not Fraud,Fraudulent,,,
TXN107402,2025-02-24 17:22:15.649474,CUST0148,18033.89,Purchase,Walmart,Pune,Jaipur,0.08,0,Reviewed,Legitimate,,,
TXN279428,2025-02-25 07:22:15.649474,CUST0148,4175.51,Transfer,Amazon,Visakhapatnam,Lucknow,0.02,0,Reviewed,Suspicious,,,
TXN930410,2025-02-25 09:22:15.649474,CUST0148,19818.9,Transfer,Target,Bangalore,Dubai,0.9,1,Reviewed,Fraudulent,,,
TXN653247,2025-02-26 14:22:15.649474,CUST0148,26019.84,Transfer,Snapdeal,Surat,Visakhapatnam,0.89,1,Fraud,Suspicious,,,
TXN574044,2025-02-26 16:22:15.649474,CUST0148,61036.17,Purchase,BestBuy,Mumbai,Ahmedabad,0.7,1,Fraud,Legitimate,,,
TXN456245,2025-02-26 22:22:15.649474,CUST0148,93383.02,Withdrawal,Walmart,Lucknow,Mumbai,0.58,1,Under Review,Suspicious,,,
TXN244226,2025-02-16 13:22:15.649525,CUST0149,54894.94,Purchase,Amazon,Ahmedabad,Kanpur,0.58,1,Under Review,Suspicious,,,
TXN129033,2025-02-18 05:22:15.649525,CUST0149,42775.05,Withdrawal,Target,Nagpur,Bangalore,0.68,1,Under Review,Suspicious,,,
TXN143471,2025-02-19 12:22:15.649525,CUST0149,40182.85,Purchase,Amazon,Visakhapatnam,Jaipur,0.86,1,Not Fraud,Legitimate,,,
TXN800756,2025-02-20 01:22:15.649525,CUST0149,39348.41,Transfer,Target,Bhopal,Nagpur,0.54,1,Fraud,Legitimate,,,
TXN569584,2025-02-20 17:22:15.649525,CUST0149,73853.78,Purchase,Walmart,Surat,Bangalore,0.83,1,Reviewed,Fraudulent,,,
TXN165473,2025-02-22 14:22:15.649525,CUST0149,91400.01,Purchase,Target,Jaipur,Lucknow,0.9,1,Not Fraud,Suspicious,,,
TXN712862,2025-03-31 13:22:15.649577,CUST0150,86065.12,Withdrawal,Walmart,Nagpur,Hyderabad,0.58,1,Reviewed,Suspicious,,,
TXN542672,2025-03-31 22:22:15.649577,CUST0150,30711.72,Purchase,Flipkart,Bhopal,Delhi,0.2,0,Reviewed,Suspicious,,,
TXN838164,2025-04-02 03:22:15.649577,CUST0150,98519.08,Withdrawal,Walmart,Bhopal,Kolkata,0.57,1,Under Review,Fraudulent,,,
TXN255995,2025-04-02 19:22:15.649577,CUST0150,6025.94,Transfer,BestBuy,Kolkata,Visakhapatnam,0.16,0,Under Review,Suspicious,,,
TXN279723,2025-04-03 06:22:15.649577,CUST0150,61977.98,Withdrawal,Snapdeal,Lucknow,Mumbai,0.63,1,Under Review,Fraudulent,,,
TXN627464,2025-04-04 17:22:15.649577,CUST0150,40148.3,Bill Payment,Snapdeal,Surat,Surat,0.57,1,Not Fraud,Legitimate,,,
TXN511984,2025-02-16 01:22:15.649630,CUST0151,79626.83,Transfer,Snapdeal,Ahmedabad,Indore,0.58,1,Under Review,Suspicious,,,
TXN361020,2025-02-17 02:22:15.649630,CUST0151,33415.68,Withdrawal,Target,Ahmedabad,Mumbai,0.53,1,Reviewed,Suspicious,,,
TXN544729,2025-02-17 08:22:15.649630,CUST0151,19523.72,Transfer,Target,Delhi,Chennai,0.21,0,Fraud,Fraudulent,,,
TXN460048,2025-02-17 20:22:15.649630,CUST0151,17787.56,Bill Payment,Snapdeal,Nagpur,Indore,0.07,0,Not Fraud,Legitimate,,,
TXN397074,2025-02-18 10:22:15.649630,CUST0151,27666.21,Transfer,Walmart,Hyderabad,Surat,0.65,1,Under Review,Legitimate,,,
TXN378017,2025-03-13 17:22:15.649675,CUST0152,88951.92,Transfer,Walmart,Lucknow,Surat,0.54,1,Fraud,Legitimate,,,
TXN997888,2025-03-13 22:22:15.649675,CUST0152,62583.45,Transfer,Flipkart,Ahmedabad,Kanpur,0.56,1,Not Fraud,Suspicious,,,
TXN888981,2025-03-14 10:22:15.649675,CUST0152,49162.81,Withdrawal,Walmart,Nagpur,Bhopal,0.86,1,Fraud,Legitimate,,,
TXN783476,2025-03-14 14:22:15.649675,CUST0152,90750.76,Bill Payment,Walmart,Hyderabad,Mumbai,0.9,1,Fraud,Suspicious,,,
TXN782533,2025-03-16 10:22:15.649675,CUST0152,7621.91,Withdrawal,Target,Jaipur,Kolkata,0.02,0,Not Fraud,Fraudulent,,,
TXN306118,2025-02-16 02:22:15.649719,CUST0153,99764.45,Purchase,BestBuy,Bangalore,Nagpur,0.62,1,Not Fraud,Fraudulent,,,
TXN771038,2025-02-17 19:22:15.649719,CUST0153,68087.39,Bill Payment,Snapdeal,Surat,Delhi,0.63,1,Not Fraud,Legitimate,,,
TXN546456,2025-02-18 11:22:15.649719,CUST0153,42129.76,Bill Payment,Amazon,Mumbai,Indore,0.96,1,Reviewed,Legitimate,,,
TXN937790,2025-02-19 12:22:15.649719,CUST0153,85844.25,Purchase,Macy's,Visakhapatnam,Delhi,0.71,1,Fraud,Suspicious,,,
TXN187581,2025-02-19 13:22:15.649719,CUST0153,35064.63,Purchase,Amazon,Hyderabad,Lucknow,1.0,1,Reviewed,Suspicious,,,
TXN898532,2025-03-19 23:22:15.649763,CUST0154,5365.05,Bill Payment,Snapdeal,Indore,Ahmedabad,0.96,1,Reviewed,Fraudulent,,,
TXN510109,2025-03-21 05:22:15.649763,CUST0154,88867.55,Transfer,BestBuy,Surat,Delhi,0.88,1,Not Fraud,Fraudulent,,,
TXN373959,2025-03-21 23:22:15.649763,CUST0154,16476.27,Purchase,BestBuy,Bangalore,Jaipur,0.7,1,Not Fraud,Legitimate,,,
TXN983098,2025-03-23 13:22:15.649763,CUST0154,48884.93,Withdrawal,BestBuy,Indore,Dubai,0.76,1,Fraud,Fraudulent,,,
TXN875807,2025-03-24 03:22:15.649763,CUST0154,59937.53,Transfer,Flipkart,Lucknow,Indore,0.95,1,Under Review,Fraudulent,,,
TXN623147,2025-03-14 08:22:15.649806,CUST0155,47838.26,Bill Payment,BestBuy,Pune,Indore,0.86,1,Reviewed,Legitimate,,,
TXN486894,2025-03-14 23:22:15.649806,CUST0155,58704.34,Transfer,BestBuy,Hyderabad,Jaipur,0.99,1,Fraud,Suspicious,,,
TXN878121,2025-03-16 15:22:15.649806,CUST0155,2639.12,Withdrawal,Macy's,Kanpur,Indore,0.12,0,Reviewed,Fraudulent,,,
TXN539504,2025-03-16 17:22:15.649806,CUST0155,21226.76,Transfer,BestBuy,Bhopal,Nagpur,0.66,1,Reviewed,Legitimate,,,
TXN191302,2025-03-17 18:22:15.649806,CUST0155,5788.35,Transfer,Snapdeal,Nagpur,Chennai,0.83,1,Reviewed,Fraudulent,,,
TXN996118,2025-03-27 03:22:15.649849,CUST0156,27814.56,Transfer,Amazon,Kanpur,Ahmedabad,0.62,1,Under Review,Suspicious,,,
TXN772042,2025-03-29 02:22:15.649849,CUST0156,24492.79,Bill Payment,Target,Lucknow,Singapore,0.96,1,Fraud,Fraudulent,,,
TXN911011,2025-03-30 14:22:15.649849,CUST0156,77429.41,Bill Payment,Snapdeal,Visakhapatnam,Jaipur,0.9,1,Fraud,Fraudulent,,,
TXN886339,2025-03-31 17:22:15.649849,CUST0156,15555.5,Purchase,Snapdeal,Kolkata,Surat,0.18,0,Reviewed,Legitimate,,,
TXN791715,2025-04-02 07:22:15.649849,CUST0156,49228.21,Transfer,Target,Kolkata,Visakhapatnam,0.27,0,Fraud,Fraudulent,,,
TXN319179,2025-03-24 16:22:15.649893,CUST0157,78675.16,Bill Payment,Flipkart,Jaipur,Delhi,0.61,1,Fraud,Suspicious,,,
TXN139895,2025-03-26 05:22:15.649893,CUST0157,43821.9,Purchase,Macy's,Jaipur,Lucknow,0.97,1,Fraud,Legitimate,,,
TXN535002,2025-03-26 10:22:15.649893,CUST0157,56466.76,Transfer,Flipkart,Lucknow,Lucknow,0.6,1,Not Fraud,Suspicious,,,
TXN839699,2025-03-26 19:22:15.649893,CUST0157,24841.01,Withdrawal,Macy's,Surat,Surat,0.23,0,Reviewed,Suspicious,,,
TXN162443,2025-03-27 12:22:15.649893,CUST0157,51161.09,Withdrawal,Amazon,Nagpur,Pune,0.54,1,Not Fraud,Fraudulent,,,
TXN620121,2025-03-29 03:22:15.649893,CUST0157,18966.66,Withdrawal,Macy's,Kolkata,Kanpur,0.59,1,Under Review,Fraudulent,,,
TXN742746,2025-02-17 19:22:15.649945,CUST0158,6689.08,Purchase,Target,Nagpur,London,0.87,1,Under Review,Fraudulent,,,
TXN164125,2025-02-18 15:22:15.649945,CUST0158,50509.88,Transfer,Walmart,Surat,Toronto,0.83,1,Not Fraud,Fraudulent,,,
TXN156855,2025-02-20 03:22:15.649945,CUST0158,66530.53,Purchase,BestBuy,Pune,Singapore,0.87,1,Reviewed,Fraudulent,,,
TXN132941,2025-02-21 09:22:15.649945,CUST0158,58077.15,Bill Payment,Flipkart,Indore,Bhopal,0.93,1,Fraud,Suspicious,,,
TXN495811,2025-02-21 23:22:15.649945,CUST0158,31184.08,Transfer,Walmart,Lucknow,Delhi,0.98,1,Reviewed,Fraudulent,,,
TXN362268,2025-02-19 19:22:15.649991,CUST0159,20284.03,Purchase,Amazon,Delhi,Pune,0.07,0,Reviewed,Fraudulent,,,
TXN748301,2025-02-20 09:22:15.649991,CUST0159,73185.19,Withdrawal,Snapdeal,Ahmedabad,Bangalore,0.87,1,Reviewed,Suspicious,,,
TXN786634,2025-02-21 10:22:15.649991,CUST0159,52050.15,Transfer,BestBuy,Mumbai,Chennai,0.14,0,Not Fraud,Legitimate,,,
TXN504233,2025-02-22 06:22:15.649991,CUST0159,44057.64,Purchase,Walmart,Hyderabad,Surat,0.15,0,Under Review,Legitimate,,,
TXN540470,2025-02-24 03:22:15.649991,CUST0159,95922.45,Withdrawal,BestBuy,Jaipur,Bhopal,0.95,1,Not Fraud,Legitimate,,,
TXN157180,2025-02-24 14:22:15.649991,CUST0159,17509.06,Transfer,Amazon,Indore,Visakhapatnam,0.2,0,Under Review,Legitimate,,,
TXN576001,2025-03-22 16:22:15.650046,CUST0160,46263.49,Purchase,Snapdeal,Kanpur,Jaipur,0.78,1,Reviewed,Fraudulent,,,
TXN802437,2025-03-24 12:22:15.650046,CUST0160,89044.81,Transfer,Target,Kanpur,Nagpur,0.81,1,Reviewed,Fraudulent,,,
TXN841206,2025-03-25 08:22:15.650046,CUST0160,70069.05,Transfer,Walmart,Nagpur,Surat,0.88,1,Under Review,Legitimate,,,
TXN964725,2025-03-26 04:22:15.650046,CUST0160,58459.46,Purchase,Walmart,Bangalore,Kolkata,0.99,1,Not Fraud,Suspicious,,,
TXN664495,2025-03-27 12:22:15.650046,CUST0160,36611.27,Transfer,Flipkart,Mumbai,Visakhapatnam,0.11,0,Reviewed,Legitimate,,,
TXN818123,2025-03-29 06:22:15.650046,CUST0160,30195.99,Bill Payment,Amazon,Ahmedabad,Chennai,0.27,0,Under Review,Fraudulent,,,
TXN424625,2025-02-18 22:22:15.650097,CUST0161,66636.53,Bill Payment,Flipkart,Delhi,Visakhapatnam,0.93,1,Reviewed,Fraudulent,,,
TXN360246,2025-02-20 12:22:15.650097,CUST0161,10674.0,Purchase,Snapdeal,Surat,Singapore,0.9,1,Reviewed,Fraudulent,,,
TXN504059,2025-02-21 11:22:15.650097,CUST0161,88535.72,Transfer,Flipkart,Lucknow,Visakhapatnam,0.59,1,Under Review,Legitimate,,,
TXN897212,2025-02-23 07:22:15.650097,CUST0161,56198.69,Bill Payment,Flipkart,Lucknow,Kanpur,0.95,1,Not Fraud,Fraudulent,,,
TXN632771,2025-02-24 07:22:15.650097,CUST0161,7116.61,Transfer,BestBuy,Bhopal,Lucknow,0.84,1,Reviewed,Suspicious,,,
TXN416162,2025-02-26 23:22:15.650138,CUST0162,98037.33,Withdrawal,Flipkart,Ahmedabad,Indore,0.78,1,Fraud,Suspicious,,,
TXN225219,2025-02-28 02:22:15.650138,CUST0162,69590.68,Purchase,Target,Bangalore,Lucknow,0.59,1,Fraud,Suspicious,,,
TXN178265,2025-02-28 08:22:15.650138,CUST0162,51124.91,Transfer,Flipkart,Nagpur,London,0.82,1,Not Fraud,Fraudulent,,,
TXN695075,2025-03-01 18:22:15.650138,CUST0162,45159.84,Transfer,Macy's,Nagpur,Surat,0.88,1,Not Fraud,Fraudulent,,,
TXN307824,2025-03-03 11:22:15.650138,CUST0162,8618.94,Bill Payment,Snapdeal,Delhi,Visakhapatnam,0.85,1,Not Fraud,Fraudulent,,,
TXN971134,2025-03-04 15:22:15.650138,CUST0162,98923.93,Withdrawal,Target,Kanpur,Bangalore,0.62,1,Reviewed,Legitimate,,,
TXN853391,2025-02-26 21:22:15.650190,CUST0163,76638.49,Purchase,Flipkart,Nagpur,Hyderabad,0.91,1,Not Fraud,Legitimate,,,
TXN589360,2025-02-27 22:22:15.650190,CUST0163,99619.91,Purchase,Target,Kanpur,Ahmedabad,0.89,1,Under Review,Legitimate,,,
TXN112657,2025-03-01 06:22:15.650190,CUST0163,41381.48,Transfer,Flipkart,Visakhapatnam,Kanpur,0.7,1,Fraud,Legitimate,,,
TXN903577,2025-03-01 07:22:15.650190,CUST0163,60837.78,Transfer,Target,Bangalore,Dubai,0.85,1,Under Review,Fraudulent,,,
TXN996684,2025-03-02 03:22:15.650190,CUST0163,74474.81,Bill Payment,Snapdeal,Mumbai,Chennai,0.59,1,Not Fraud,Suspicious,,,
TXN828512,2025-03-03 01:22:15.650190,CUST0163,98697.14,Withdrawal,BestBuy,Lucknow,Ahmedabad,0.54,1,Under Review,Legitimate,,,
TXN103466,2025-02-28 15:22:15.650240,CUST0164,68704.56,Bill Payment,Target,Lucknow,Indore,0.78,1,Under Review,Fraudulent,,,
TXN796910,2025-03-01 21:22:15.650240,CUST0164,87474.66,Purchase,Amazon,Kolkata,Bangalore,0.8,1,Under Review,Fraudulent,,,
TXN510315,2025-03-03 04:22:15.650240,CUST0164,42447.49,Bill Payment,Snapdeal,Nagpur,Surat,0.54,1,Under Review,Legitimate,,,
TXN534263,2025-03-03 17:22:15.650240,CUST0164,95170.54,Transfer,Macy's,Jaipur,Pune,0.75,1,Reviewed,Fraudulent,,,
TXN281437,2025-03-04 16:22:15.650240,CUST0164,66817.52,Transfer,Amazon,Ahmedabad,Pune,0.6,1,Reviewed,Fraudulent,,,
TXN875568,2025-03-19 20:22:15.650283,CUST0165,34360.7,Bill Payment,BestBuy,Lucknow,Hyderabad,0.52,1,Under Review,Legitimate,,,
TXN487085,2025-03-20 05:22:15.650283,CUST0165,40340.55,Bill Payment,Macy's,Delhi,Bangalore,0.89,1,Fraud,Legitimate,,,
TXN397836,2025-03-22 04:22:15.650283,CUST0165,84936.6,Transfer,Target,Bangalore,Kolkata,0.75,1,Under Review,Legitimate,,,
TXN847678,2025-03-22 22:22:15.650283,CUST0165,7476.32,Purchase,Walmart,Bhopal,Indore,0.08,0,Reviewed,Suspicious,,,
TXN998753,2025-03-23 07:22:15.650283,CUST0165,35269.67,Bill Payment,Target,Kanpur,Kolkata,0.9,1,Not Fraud,Legitimate,,,
TXN690928,2025-02-18 20:22:15.650327,CUST0166,66674.35,Purchase,Target,Chennai,Jaipur,0.59,1,Fraud,Fraudulent,,,
TXN435376,2025-02-20 07:22:15.650327,CUST0166,45856.04,Bill Payment,Target,Nagpur,London,0.72,1,Fraud,Fraudulent,,,
TXN117255,2025-02-22 06:22:15.650327,CUST0166,77716.68,Purchase,BestBuy,Bangalore,Kanpur,0.72,1,Under Review,Legitimate,,,
TXN318404,2025-02-22 14:22:15.650327,CUST0166,56475.65,Transfer,Target,Pune,Mumbai,0.64,1,Under Review,Fraudulent,,,
TXN582003,2025-02-22 17:22:15.650327,CUST0166,3166.03,Bill Payment,Amazon,Lucknow,Indore,0.15,0,Reviewed,Suspicious,,,
TXN242409,2025-02-24 05:22:15.650327,CUST0166,171.63,Withdrawal,Amazon,Ahmedabad,Pune,0.55,1,Reviewed,Legitimate,,,
TXN747815,2025-02-26 19:22:15.650378,CUST0167,42749.65,Bill Payment,Flipkart,Ahmedabad,Mumbai,0.07,0,Fraud,Fraudulent,,,
TXN334659,2025-02-28 12:22:15.650378,CUST0167,98694.01,Bill Payment,Walmart,Indore,Bhopal,0.81,1,Reviewed,Suspicious,,,
TXN525335,2025-03-02 02:22:15.650378,CUST0167,65969.32,Transfer,Flipkart,Surat,Pune,0.74,1,Fraud,Suspicious,,,
TXN510091,2025-03-04 01:22:15.650378,CUST0167,81888.2,Withdrawal,Macy's,Ahmedabad,Dubai,0.8,1,Fraud,Fraudulent,,,
TXN383688,2025-03-05 00:22:15.650378,CUST0167,98774.57,Bill Payment,BestBuy,Ahmedabad,Delhi,0.75,1,Reviewed,Legitimate,,,
TXN243233,2025-03-29 14:22:15.650421,CUST0168,96764.47,Withdrawal,Flipkart,Indore,Jaipur,0.95,1,Reviewed,Fraudulent,,,
TXN443701,2025-03-29 22:22:15.650421,CUST0168,51616.49,Transfer,Amazon,Bangalore,Nagpur,0.8,1,Not Fraud,Fraudulent,,,
TXN113627,2025-03-31 03:22:15.650421,CUST0168,4184.44,Purchase,Macy's,Delhi,Delhi,0.75,1,Fraud,Suspicious,,,
TXN511553,2025-03-31 19:22:15.650421,CUST0168,44158.69,Withdrawal,BestBuy,Surat,Surat,0.88,1,Under Review,Fraudulent,,,
TXN767132,2025-04-02 08:22:15.650421,CUST0168,96944.74,Transfer,Amazon,Pune,Lucknow,0.53,1,Under Review,Legitimate,,,
TXN467161,2025-04-03 13:22:15.650464,CUST0169,29449.93,Transfer,BestBuy,Kolkata,Bangalore,0.95,1,Reviewed,Legitimate,,,
TXN892404,2025-04-05 08:22:15.650464,CUST0169,35401.94,Transfer,Target,Mumbai,Kolkata,0.53,1,Under Review,Suspicious,,,
TXN692148,2025-04-06 00:22:15.650464,CUST0169,44903.22,Purchase,BestBuy,Ahmedabad,Chennai,0.85,1,Not Fraud,Suspicious,,,
TXN508094,2025-04-06 05:22:15.650464,CUST0169,85273.15,Purchase,BestBuy,Nagpur,Lucknow,0.89,1,Fraud,Legitimate,,,
TXN779126,2025-04-07 00:22:15.650464,CUST0169,21324.0,Bill Payment,Macy's,Pune,Surat,0.83,1,Reviewed,Fraudulent,,,
TXN350419,2025-03-09 07:22:15.650507,CUST0170,16191.89,Withdrawal,BestBuy,Bhopal,Kolkata,0.08,0,Under Review,Legitimate,,,
TXN594847,2025-03-09 22:22:15.650507,CUST0170,12328.6,Transfer,Macy's,Bangalore,Hyderabad,0.26,0,Reviewed,Suspicious,,,
TXN634097,2025-03-11 06:22:15.650507,CUST0170,41554.64,Transfer,Flipkart,Bhopal,Bhopal,0.57,1,Under Review,Legitimate,,,
TXN338728,2025-03-12 00:22:15.650507,CUST0170,6001.64,Withdrawal,Macy's,Bhopal,Bhopal,0.75,1,Under Review,Legitimate,,,
TXN812586,2025-03-13 10:22:15.650507,CUST0170,83612.47,Withdrawal,Flipkart,Mumbai,Visakhapatnam,0.8,1,Under Review,Suspicious,,,
TXN496367,2025-03-24 19:22:15.650555,CUST0171,32430.56,Bill Payment,Amazon,Pune,Surat,0.15,0,Fraud,Fraudulent,,,
TXN481145,2025-03-25 18:22:15.650555,CUST0171,9565.0,Transfer,Walmart,Ahmedabad,Kolkata,0.1,0,Fraud,Fraudulent,,,
TXN950264,2025-03-27 12:22:15.650555,CUST0171,94918.55,Withdrawal,Target,Lucknow,Indore,0.8,1,Reviewed,Fraudulent,,,
TXN217966,2025-03-29 12:22:15.650555,CUST0171,81655.56,Transfer,Amazon,Hyderabad,Lucknow,0.95,1,Under Review,Fraudulent,,,
TXN461044,2025-03-29 15:22:15.650555,CUST0171,7549.31,Bill Payment,Flipkart,Surat,Visakhapatnam,0.03,0,Not Fraud,Fraudulent,,,
TXN109694,2025-03-30 08:22:15.650555,CUST0171,97058.45,Withdrawal,Macy's,Pune,Ahmedabad,0.85,1,Under Review,Suspicious,,,
TXN154128,2025-03-07 20:22:15.650625,CUST0172,24937.55,Transfer,BestBuy,Kanpur,Ahmedabad,0.18,0,Under Review,Suspicious,,,
TXN753963,2025-03-08 00:22:15.650625,CUST0172,97159.72,Transfer,Snapdeal,Jaipur,Bhopal,0.66,1,Fraud,Fraudulent,,,
TXN593364,2025-03-09 17:22:15.650625,CUST0172,85337.67,Withdrawal,Flipkart,Pune,Mumbai,0.58,1,Fraud,Fraudulent,,,
TXN874882,2025-03-10 04:22:15.650625,CUST0172,87398.23,Withdrawal,Flipkart,Bangalore,Nagpur,0.84,1,Not Fraud,Fraudulent,,,
TXN585168,2025-03-10 18:22:15.650625,CUST0172,95862.48,Transfer,Flipkart,Indore,Kolkata,0.51,1,Fraud,Fraudulent,,,
TXN392667,2025-03-12 07:22:15.650625,CUST0172,47011.42,Bill Payment,Target,Kolkata,Hyderabad,0.59,1,Reviewed,Fraudulent,,,
TXN394144,2025-02-27 08:22:15.650676,CUST0173,9118.61,Withdrawal,BestBuy,Ahmedabad,Mumbai,0.62,1,Fraud,Fraudulent,,,
TXN199397,2025-02-28 19:22:15.650676,CUST0173,91152.46,Transfer,Walmart,Lucknow,Bangalore,0.66,1,Under Review,Legitimate,,,
TXN373970,2025-03-01 08:22:15.650676,CUST0173,76605.68,Purchase,Snapdeal,Kanpur,Mumbai,0.58,1,Under Review,Suspicious,,,
TXN597909,2025-03-02 22:22:15.650676,CUST0173,19159.32,Transfer,Target,Mumbai,Bhopal,0.77,1,Not Fraud,Suspicious,,,
TXN564549,2025-03-04 22:22:15.650676,CUST0173,10116.15,Bill Payment,BestBuy,Chennai,London,0.53,1,Not Fraud,Fraudulent,,,
TXN662295,2025-03-08 10:22:15.650720,CUST0174,31441.51,Transfer,BestBuy,Pune,Nagpur,0.16,0,Under Review,Legitimate,,,
TXN121270,2025-03-09 12:22:15.650720,CUST0174,57704.32,Transfer,Macy's,Bhopal,Surat,0.26,0,Under Review,Suspicious,,,
TXN319505,2025-03-10 13:22:15.650720,CUST0174,7895.61,Withdrawal,Snapdeal,Mumbai,Surat,0.73,1,Not Fraud,Legitimate,,,
TXN639124,2025-03-11 22:22:15.650720,CUST0174,76971.83,Withdrawal,Snapdeal,Nagpur,Delhi,0.64,1,Not Fraud,Suspicious,,,
TXN698698,2025-03-13 18:22:15.650720,CUST0174,8165.54,Purchase,Flipkart,Ahmedabad,Ahmedabad,0.97,1,Reviewed,Fraudulent,,,
TXN905939,2025-03-20 03:22:15.650763,CUST0175,37597.01,Withdrawal,Target,Chennai,Kanpur,0.65,1,Reviewed,Fraudulent,,,
TXN766538,2025-03-20 08:22:15.650763,CUST0175,33195.94,Bill Payment,Snapdeal,Kolkata,Kanpur,0.55,1,Reviewed,Fraudulent,,,
TXN427364,2025-03-22 08:22:15.650763,CUST0175,52752.17,Purchase,Amazon,Nagpur,Indore,0.83,1,Reviewed,Legitimate,,,
TXN508384,2025-03-23 01:22:15.650763,CUST0175,89111.92,Transfer,Flipkart,Mumbai,Bhopal,0.67,1,Reviewed,Fraudulent,,,
TXN498180,2025-03-24 04:22:15.650763,CUST0175,89131.68,Withdrawal,Walmart,Jaipur,New York,0.75,1,Fraud,Fraudulent,,,
TXN331576,2025-02-09 02:22:15.650805,CUST0176,84852.16,Withdrawal,Amazon,Indore,Kolkata,0.95,1,Under Review,Suspicious,,,
TXN379001,2025-02-10 22:22:15.650805,CUST0176,74279.32,Purchase,Flipkart,Bangalore,Mumbai,0.59,1,Fraud,Legitimate,,,
TXN277136,2025-02-12 03:22:15.650805,CUST0176,24463.9,Purchase,Walmart,Mumbai,Indore,0.77,1,Under Review,Legitimate,,,
TXN788975,2025-02-13 02:22:15.650805,CUST0176,20000.13,Purchase,Flipkart,Bangalore,Lucknow,0.91,1,Under Review,Fraudulent,,,
TXN938484,2025-02-14 11:22:15.650805,CUST0176,86649.98,Withdrawal,Walmart,Kolkata,Kolkata,0.95,1,Reviewed,Suspicious,,,
TXN924325,2025-02-15 13:22:15.650805,CUST0176,65392.19,Purchase,Macy's,Kanpur,Bhopal,0.04,0,Under Review,Suspicious,,,
TXN992377,2025-04-02 00:22:15.650867,CUST0177,32828.22,Purchase,Flipkart,Ahmedabad,Chennai,0.8,1,Under Review,Fraudulent,,,
TXN409693,2025-04-03 08:22:15.650867,CUST0177,23937.12,Withdrawal,Target,Kolkata,Kolkata,0.7,1,Under Review,Legitimate,,,
TXN688412,2025-04-04 15:22:15.650867,CUST0177,23112.35,Transfer,Walmart,Delhi,Ahmedabad,0.68,1,Under Review,Fraudulent,,,
TXN712401,2025-04-05 04:22:15.650867,CUST0177,59227.91,Withdrawal,Target,Kanpur,Mumbai,0.51,1,Not Fraud,Fraudulent,,,
TXN367030,2025-04-06 18:22:15.650867,CUST0177,82130.99,Transfer,Macy's,Indore,Chennai,0.76,1,Reviewed,Suspicious,,,
TXN160005,2025-04-08 08:22:15.650867,CUST0177,75419.49,Transfer,BestBuy,Visakhapatnam,Lucknow,0.66,1,Under Review,Legitimate,,,
TXN162237,2025-03-29 19:22:15.650919,CUST0178,61467.47,Bill Payment,Walmart,Surat,Ahmedabad,0.54,1,Reviewed,Suspicious,,,
TXN363637,2025-03-30 21:22:15.650919,CUST0178,85425.59,Purchase,Amazon,Pune,Kanpur,0.94,1,Fraud,Fraudulent,,,
TXN515370,2025-04-01 12:22:15.650919,CUST0178,33022.44,Bill Payment,Target,Pune,Jaipur,0.12,0,Reviewed,Suspicious,,,
TXN241663,2025-04-02 05:22:15.650919,CUST0178,21990.28,Bill Payment,BestBuy,Delhi,Visakhapatnam,0.5,1,Reviewed,Fraudulent,,,
TXN101648,2025-04-03 16:22:15.650919,CUST0178,19376.76,Withdrawal,Macy's,Chennai,Chennai,0.18,0,Fraud,Legitimate,,,
